NORMALS 1981-2010                     YRS  JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
13876,BIRMINGHAM AP,AL                 30, 4.84, 4.53, 5.23, 4.38, 4.99, 4.38, 4.80, 3.93, 3.90, 3.44, 4.85, 4.45, 53.72
03856,HUNTSVILLE, AL                   30, 4.89, 4.84, 5.21, 4.32, 5.11, 4.29, 4.05, 3.61, 3.72, 3.59, 4.94, 5.77, 54.34
13838,MOBILE, AL                       30, 5.67, 4.81, 6.43, 4.57, 5.30, 6.37, 6.46, 6.13, 5.31, 4.11, 5.00, 5.12, 65.28
13895,MONTGOMERY, AL                   30, 4.65, 5.28, 5.95, 4.02, 3.54, 4.07, 5.24, 3.96, 3.97, 2.92, 4.61, 4.86, 53.07
26451,ANCHORAGE, AK                    30, 0.73, 0.72, 0.60, 0.47, 0.72, 0.97, 1.83, 3.25, 2.99, 2.03, 1.16, 1.11, 16.58
25308,ANNETTE, AK                      30,10.73, 7.31, 8.05, 6.77, 5.56, 4.88, 4.65, 6.96, 9.79,13.92,12.29,10.72,101.63
27502,BARROW, AK                       30, 0.13, 0.14, 0.09, 0.16, 0.18, 0.32, 0.98, 1.05, 0.72, 0.41, 0.21, 0.14,  4.53
26615,BETHEL, AK                       30, 0.78, 0.72, 0.71, 0.74, 1.14, 1.72, 2.36, 3.25, 2.75, 1.65, 1.60, 1.12, 18.54
26533,BETTLES,AK                       30, 0.81, 0.85, 0.58, 0.60, 0.88, 1.40, 2.36, 2.64, 1.91, 1.04, 0.91, 0.92, 14.90
26415,BIG DELTA,AK                     30, 0.31, 0.28, 0.18, 0.23, 0.90, 2.31, 2.68, 1.89, 1.03, 0.80, 0.63, 0.38, 11.62
25624,COLD BAY,AK                      30, 3.16, 2.98, 2.70, 2.42, 2.60, 2.72, 2.48, 3.68, 4.73, 4.76, 4.98, 4.46, 41.67
26411,FAIRBANKS, AK                    30, 0.58, 0.42, 0.25, 0.31, 0.60, 1.37, 2.16, 1.88, 1.10, 0.83, 0.67, 0.64, 10.81
26425,GULKANA,AK                       30, 0.46, 0.51, 0.30, 0.24, 0.65, 1.40, 1.81, 1.80, 1.58, 1.01, 0.72, 0.78, 11.26
25507,HOMER, AK                        30, 2.63, 1.71, 1.65, 1.07, 0.82, 0.82, 1.55, 2.34, 3.31, 2.57, 2.79, 3.08, 24.34
25309,JUNEAU, AK                       30, 5.35, 4.13, 3.78, 2.94, 3.40, 3.24, 4.60, 5.73, 8.64, 8.63, 5.99, 5.84, 62.27
25503,KING SALMON, AK                  30, 1.02, 0.76, 0.70, 0.97, 1.25, 1.65, 2.30, 2.95, 3.19, 2.08, 1.39, 1.23, 19.49
25501,KODIAK, AK                       30, 8.29, 6.14, 5.53, 5.81, 5.62, 5.91, 4.93, 4.56, 7.35, 8.26, 6.87, 8.73, 78.00
26616,KOTZEBUE, AK                     30, 0.62, 0.66, 0.44, 0.54, 0.41, 0.58, 1.45, 2.18, 1.58, 1.01, 0.77, 0.76, 11.00
26510,MCGRATH, AK                      30, 1.09, 0.94, 0.81, 0.74, 1.09, 1.52, 2.38, 2.80, 2.49, 1.44, 1.41, 1.29, 18.00
26617,NOME, AK                         30, 0.94, 0.93, 0.65, 0.76, 0.86, 0.98, 2.11, 3.22, 2.45, 1.61, 1.22, 1.08, 16.81
25713,ST. PAUL ISLAND, AK              30, 1.58, 1.30, 1.07, 1.08, 1.13, 1.35, 1.85, 3.07, 2.99, 3.11, 2.89, 2.25, 23.67
26528,TALKEETNA, AK                    30, 1.36, 1.45, 1.05, 1.29, 1.62, 1.92, 3.39, 5.11, 4.32, 2.90, 1.63, 1.93, 27.97
26479,VALDEZ, AK                       30, 6.64, 4.79, 4.40, 4.02, 3.11, 2.90, 3.24, 6.05, 9.57, 8.39, 7.55,10.41, 71.07
25339,YAKUTAT, AK                      30,13.66,10.86,11.04, 9.19, 8.21, 6.39, 7.88,14.07,21.11,21.98,14.45,16.28,155.12
